ID,C1,C2,C3,C4,C5
76,0.1,0.5946739130434783,0.23521739130434782,0.04510869565217391,0.025
77,0.09,0.17,0.13,0.245,0.365
78,0.100625,0.239375,0.19,0.22,0.25
79,0.14,0.65,0.115,0.075,0.02
80,0.29,0.28,0.225,0.16,0.045
81,0.165,0.315,0.205,0.28,0.035
82,0.155,0.2,0.285,0.28,0.08
83,0.15,0.205,0.235,0.275,0.135
84,0.07,0.135,0.2,0.5,0.095
85,0.44,0.30666666666666664,0.085,0.1383333333333333,0.03
86,0.35,0.205,0.19,0.13,0.125
87,0.7413636363636364,0.1334090909090909,0.060227272727272727,0.04,0.025
88,0.13,0.52,0.28,0.05,0.02
89,0.105,0.31472972972972973,0.145,0.18013513513513515,0.25513513513513514
90,0.195,0.3347297297297297,0.095,0.2951351351351351,0.08013513513513512
91,0.045,0.085,0.355,0.375,0.14
92,0.09,0.095,0.28,0.315,0.22
93,0.26,0.14,0.31,0.29,0.0
94,0.18,0.275,0.265,0.27,0.01
95,0.24636363636363637,0.42340909090909096,0.27022727272727276,0.045,0.015
96,0.085,0.385,0.18,0.34,0.01
97,0.595,0.225,0.13,0.025,0.025
98,0.045,0.92,0.015,0.015,0.005
99,0.065,0.79,0.095,0.035,0.015
100,0.1900632911392405,0.784873417721519,0.020063291139240505,0.005,0.0
101,0.2150632911392405,0.7248734177215189,0.05506329113924051,0.0,0.005
102,0.395,0.56,0.04,0.0,0.005
103,0.58,0.285,0.125,0.01,0.0
104,0.445,0.405,0.13,0.02,0.0
105,0.015,0.6298076923076923,0.3001923076923077,0.045,0.01
106,0.055,0.395,0.41,0.125,0.015
107,0.045,0.445,0.445,0.04,0.025
108,0.04,0.41,0.4147368421052631,0.115,0.02026315789473684
109,0.04,0.685,0.19473684210526315,0.075,0.005263157894736842
110,0.035,0.5,0.26,0.185,0.02
111,0.05506329113924051,0.6586234177215189,0.2363132911392405,0.03,0.02
112,0.02,0.5267499999999999,0.27825,0.145,0.03
113,0.02,0.72,0.185,0.075,0.0
114,0.015117638965327465,0.7591723307649971,0.13542198679141443,0.04023369565217392,0.050054347826086955
115,0.055,0.56,0.155,0.1,0.13
116,0.04,0.5167499999999999,0.24825,0.095,0.1
117,0.035063291139240504,0.304873417721519,0.5250632911392406,0.1,0.035
118,0.04006493506493507,0.3146103896103896,0.43532467532467534,0.05,0.16
119,0.04008620689655173,0.3245539730134932,0.5402736131934034,0.08,0.015086206896551723
120,0.03535714285714286,0.3739285714285714,0.12071428571428572,0.14,0.33
121,0.10375,0.35125,0.285,0.145,0.115
122,0.07,0.37,0.26,0.14,0.16
123,0.07006329113924051,0.299873417721519,0.2350632911392405,0.33,0.065
124,0.075,0.23,0.225,0.43,0.04
125,0.09,0.29,0.33,0.28,0.01
126,0.1,0.41404761904761905,0.21380952380952378,0.2621428571428572,0.01
127,0.175,0.415,0.245,0.12,0.045
128,0.26763756003538924,0.5516345131265347,0.1523818476455294,0.02621360636645963,0.0021324728260869565
129,0.545234375,0.3331122159090909,0.11118465909090908,0.010390625,7.8125e-05
130,0.07005434782608695,0.4696739130434783,0.4001086956521739,0.035108695652173914,0.025054347826086957
131,0.18505434782608696,0.5809378019323672,0.19784480676328506,0.025108695652173916,0.011054347826086957
132,0.040341905318527174,0.5910517101169498,0.35352017766797134,0.005,0.010086206896551724
133,0.08007575757575758,0.5842462121212121,0.2905530303030303,0.035125,0.01
134,0.075,0.225,0.635,0.06,0.005
135,0.035,0.125,0.58,0.215,0.045
136,0.03,0.17,0.485,0.295,0.02
137,0.045,0.165,0.375,0.395,0.02
138,0.11006493506493506,0.23961038961038963,0.45532467532467535,0.185,0.01
139,0.13017241379310346,0.5235344827586207,0.2912068965517241,0.045,0.010086206896551724
140,0.045,0.835,0.115,0.0,0.005
141,0.055172413793103454,0.49739162561576356,0.43692118226600984,0.010428571428571428,8.620689655172413e-05
142,0.13025862068965519,0.4670644283121597,0.22724137931034483,0.10026315789473685,0.07517241379310345
143,0.14,0.305,0.165,0.09,0.3
144,0.095,0.305,0.215,0.16833333333333336,0.21666666666666665
145,0.05,0.22,0.67,0.04,0.02
146,0.12,0.425,0.3375,0.11,0.0075
147,0.18,0.55,0.205,0.04,0.025
148,0.06136363636363637,0.2504545454545455,0.6477272727272728,0.015454545454545453,0.025
149,0.305,0.435,0.23,0.015,0.015
150,0.04,0.77,0.135,0.05,0.005
151,0.055,0.44935714285714284,0.48564285714285715,0.01,0.0
152,0.015,0.5390238095238096,0.4308095238095238,0.005,0.010166666666666666
153,0.055,0.6443571428571429,0.23564285714285715,0.04,0.025
154,0.045,0.659,0.261,0.02,0.015
155,0.12204761904761906,0.5820952380952381,0.24573809523809523,0.025119047619047617,0.025
156,0.05618936877076412,0.6429700996677741,0.23072425249169434,0.06011627906976744,0.01
157,0.16017441860465115,0.31459302325581395,0.4501744186046511,0.05005813953488372,0.025
158,0.11,0.4216666666666667,0.24833333333333332,0.2,0.02
159,0.095,0.465,0.345,0.07,0.025
160,0.031,0.7546557692307693,0.15889423076923076,0.049825,0.005625
161,0.030113636363636363,0.7695454545454545,0.16522727272727272,0.02,0.015113636363636364
162,0.065,0.375,0.375,0.115,0.07
163,0.08,0.56,0.285,0.065,0.01
164,0.24,0.425,0.21,0.105,0.02
165,0.120749952258678,0.5717865871502356,0.19140836983669043,0.11088463620894139,0.005170454545454546
166,0.08,0.325,0.24,0.305,0.05
167,0.1403076923076923,0.5127019230769231,0.2613557692307692,0.060634615384615384,0.025
168,0.12755882352941175,0.5237328431372549,0.16345833333333332,0.17024999999999998,0.015
169,0.026000000000000002,0.252,0.6709999999999999,0.046,0.005
170,0.05028409090909091,0.3839772727272727,0.4251136363636364,0.10045454545454546,0.04017045454545455
171,0.095,0.275,0.23,0.185,0.215
172,0.195,0.18,0.45,0.125,0.05
173,0.14517441860465116,0.25959302325581396,0.27517441860465114,0.3000581395348837,0.02
174,0.08551733304315384,0.5567614724536749,0.23853805496828756,0.11851268498942918,0.0006704545454545455
175,0.08018181818181819,0.6088766233766234,0.2055844155844156,0.065,0.040357142857142855
176,0.06,0.48454545454545456,0.3004545454545455,0.13,0.025
177,0.10416666666666666,0.4325,0.3583333333333333,0.09,0.015
178,0.165,0.495,0.25,0.06,0.03
179,0.235,0.53,0.165,0.055,0.015
180,0.125,0.3048780487804878,0.43512195121951225,0.095,0.04
181,0.12,0.504875,0.285,0.050125,0.04
182,0.345,0.215,0.26,0.065,0.115
183,0.215,0.215,0.34,0.04,0.19
184,0.64,0.245,0.08,0.02,0.015
185,0.295,0.48,0.165,0.02,0.04
186,0.2457142857142857,0.3423809523809524,0.2307142857142857,0.030238095238095238,0.15095238095238095
187,0.19506410256410256,0.4047435897435897,0.2701923076923077,0.015,0.115
188,0.19506410256410256,0.5297435897435897,0.1951923076923077,0.035,0.045
189,0.105,0.3,0.24,0.285,0.07
190,0.7296428571428573,0.195,0.06535714285714285,0.005,0.005
191,0.62,0.2,0.09,0.03,0.06
192,0.07,0.37,0.27,0.2,0.09
193,0.11,0.53,0.185,0.06,0.115
194,0.115,0.24,0.165,0.285,0.195
195,0.28,0.58,0.075,0.055,0.01
196,0.2,0.685,0.055,0.04,0.02
197,0.335,0.43347826086956526,0.21065217391304347,0.015434782608695652,0.005434782608695652
198,0.4975,0.345,0.1275,0.025,0.005
199,0.595,0.3,0.09,0.015,0.0
200,0.075,0.46,0.375,0.085,0.005
201,0.035526315789473684,0.6481914344685242,0.20598684210526316,0.1052954076367389,0.005
202,0.2755263157894737,0.5432894736842105,0.13598684210526316,0.040197368421052634,0.005
203,0.765,0.14464285714285713,0.055357142857142855,0.02,0.015
204,0.09,0.675,0.2,0.03,0.005
205,0.075,0.5961560559006212,0.2772903726708075,0.03655357142857143,0.015
206,0.539455205811138,0.3276029055690073,0.10222760290556902,0.02,0.010714285714285714
207,0.44549999999999995,0.35700000000000004,0.152,0.0305,0.015
208,0.09047996272134202,0.6435228331780055,0.1403448275862069,0.10547996272134202,0.020172413793103448
209,0.340625,0.3740403225806451,0.2135483870967742,0.051786290322580635,0.02
210,0.06565856950067477,0.4898853274871582,0.18267560662068671,0.24634571378278472,0.015434782608695652
211,0.07094827586206896,0.46597862195275996,0.3313336017430845,0.11673950044208664,0.015
212,0.09,0.415,0.37,0.1,0.025
213,0.1065359477124183,0.5903349673202615,0.16737745098039217,0.12065359477124182,0.015098039215686275
214,0.455,0.445,0.09,0.01,0.0
215,0.52,0.38,0.095,0.005,0.0
216,0.43604651162790703,0.44325581395348834,0.10558139534883722,0.015116279069767442,0.0
217,0.506,0.3035,0.0705,0.115,0.005
218,0.371046511627907,0.5232558139534883,0.07058139534883721,0.03011627906976744,0.005
219,0.175,0.43,0.24,0.135,0.02
220,0.07,0.5548484848484848,0.325,0.03015151515151515,0.02
221,0.19,0.64,0.155,0.01,0.005
222,0.31,0.42,0.145,0.115,0.01
223,0.385,0.38,0.125,0.03,0.08
224,0.24067307692307693,0.48246153846153844,0.1964807692307692,0.06538461538461539,0.015
225,0.175,0.43969047619047624,0.22988095238095238,0.15042857142857144,0.005
226,0.12875,0.42109848484848483,0.265,0.18015151515151515,0.005
227,0.155,0.17,0.60875,0.05125,0.015
228,0.16,0.17464285714285716,0.225,0.33035714285714285,0.11
229,0.14,0.365,0.325,0.14,0.03
230,0.74,0.19,0.055,0.01,0.005
231,0.66,0.265,0.06,0.0,0.015
232,0.405,0.365,0.18,0.02,0.03
233,0.11025,0.39549999999999996,0.379,0.11025,0.005
234,0.04569541569541569,0.3474203574203574,0.5445523555391977,0.052331871345029236,0.01
235,0.030596092503987246,0.5592016309713679,0.38000490810359233,0.03,0.00019736842105263157
236,0.020520334928229668,0.6399490184405295,0.300805628440603,0.033304147465437785,0.0054208707252000965
237,0.04,0.3993161162314388,0.39302259344598056,0.14766129032258063,0.02
238,0.15532608695652173,0.5089130434782608,0.24565217391304348,0.035108695652173914,0.055
239,0.15076766410976938,0.49186867421077957,0.24639680008101056,0.045633528265107214,0.06533333333333333
240,0.06523689374824782,0.5804769431998491,0.1833099245750152,0.12914697018420487,0.041829268292682936
241,0.07017857142857142,0.4254477225672877,0.2607531055900621,0.1351086956521739,0.10851190476190477
242,0.12113493133794677,0.48112399113275695,0.23774123807468828,0.0948212680260366,0.06517857142857142
243,0.08032608695652174,0.5039130434782608,0.2947430830039526,0.07010869565217391,0.05090909090909091
244,0.12,0.56,0.295,0.01,0.015
245,0.11,0.41,0.29,0.04,0.15
246,0.32,0.42464285714285716,0.205,0.025357142857142856,0.025
247,0.5351612903225806,0.32134408602150544,0.11333333333333333,0.01,0.020161290322580645
248,0.3954862637362638,0.29111263736263737,0.21748076923076926,0.050741758241758236,0.04517857142857142
249,0.13375,0.28625,0.525,0.03,0.025
250,0.075,0.22929761904761903,0.3502083333333333,0.21535119047619045,0.13014285714285714
251,0.1125,0.39384615384615385,0.2611538461538462,0.13,0.1025
252,0.075,0.335,0.195,0.145,0.25
253,0.12,0.345,0.3596153846153846,0.10538461538461538,0.07
254,0.136018779342723,0.4358871105420401,0.26756864966019894,0.09552546045503792,0.065
255,0.2125,0.49,0.155,0.09,0.0525
256,0.09035714285714284,0.3389285714285714,0.2657142857142857,0.105,0.2
257,0.215,0.38416666666666666,0.22083333333333333,0.125,0.055
258,0.075,0.4,0.285,0.185,0.055
259,0.15505494505494505,0.36943138257091745,0.32539739330437006,0.10511627906976745,0.045
260,0.0675,0.595,0.2175,0.065,0.055
261,0.29032258064516125,0.51852688172043,0.13098924731182796,0.04516129032258064,0.015
262,0.125,0.47,0.225,0.115,0.065
263,0.11023809523809523,0.664047619047619,0.15071428571428572,0.06,0.015
264,0.09015625,0.58484375,0.225,0.07,0.03
265,0.075,0.52,0.325,0.04,0.04
266,0.745,0.16,0.05,0.015,0.03
267,0.62,0.215,0.13,0.02,0.015
268,0.095,0.08,0.16,0.215,0.45
269,0.13,0.07,0.25,0.325,0.225
270,0.06,0.09,0.23,0.385,0.235
271,0.07066666666666667,0.1753333333333333,0.644,0.075,0.035
272,0.115,0.2,0.61,0.06,0.015
273,0.83,0.115,0.045,0.0,0.01
274,0.875,0.095,0.015,0.005,0.01
275,0.84,0.105,0.035,0.015,0.005
276,0.15,0.57,0.2,0.04,0.04
277,0.365,0.565,0.045,0.015,0.01
278,0.895,0.075,0.025,0.005,0.0
279,0.77,0.18,0.03,0.015,0.005
280,0.765,0.185,0.035,0.005,0.01
281,0.595,0.2,0.175,0.02,0.01
282,0.53,0.305,0.135,0.01,0.02
283,0.7075,0.2275,0.04,0.02,0.005
284,0.845,0.09,0.03,0.02,0.015
285,0.605,0.265,0.08,0.05,0.0
286,0.813963963963964,0.11375,0.026036036036036034,0.03625,0.01
287,0.82,0.11,0.05,0.01,0.01
288,0.535,0.34,0.115,0.005,0.005
289,0.5477115384615385,0.2901442307692308,0.13514423076923077,0.017,0.01
290,0.6222034706331044,0.2723293287566743,0.06533562166285278,0.04013157894736843,0.0
291,0.6887818171778568,0.20564057834354862,0.0904982393992295,0.015,7.936507936507937e-05
292,0.7885,0.0955,0.091,0.02,0.005
293,0.959778314310799,0.025221685689201054,0.01,0.0,0.005
294,0.9,0.075,0.02,0.0,0.005
295,0.8948019801980197,0.07014851485148516,0.03004950495049505,0.005,0.0
296,0.66875,0.2758552631578947,0.04526315789473684,0.01013157894736842,0.0
297,0.6079436964504285,0.2716034271725826,0.10032129742962055,0.02013157894736842,0.0
298,0.8841801948051949,0.07,0.0458198051948052,0.0,0.0
299,0.7748051948051949,0.16,0.050194805194805195,0.015,0.0
300,0.77,0.15,0.055,0.015,0.01
301,0.035,0.115,0.345,0.505,0.0
302,0.02,0.155,0.79,0.025,0.01
303,0.0,0.065,0.92,0.015,0.0
304,0.03,0.135,0.815,0.015,0.005
305,0.0,0.06,0.935,0.005,0.0
306,0.025,0.055,0.91,0.01,0.0
307,0.0,0.03,0.965,0.005,0.0
308,0.005,0.38,0.54,0.075,0.0
309,0.02,0.245,0.67,0.065,0.0
310,0.0,0.095,0.9,0.005,0.0
311,0.825,0.12,0.04,0.015,0.0
312,0.02,0.78,0.175,0.025,0.0
313,0.01,0.545,0.435,0.01,0.0
314,0.6,0.29,0.085,0.02,0.005
315,0.0,0.905,0.095,0.0,0.0
316,0.025,0.63,0.185,0.155,0.005
317,0.72,0.225,0.035,0.015,0.005
318,0.575,0.26,0.145,0.015,0.005
319,0.765,0.19,0.045,0.0,0.0
320,0.7035941999177294,0.14707013574660635,0.06933566433566433,0.075,0.005
321,0.505,0.365,0.09,0.02,0.02
322,0.5589999999999999,0.301,0.07,0.07,0.0
323,0.5647972972972972,0.39,0.0402027027027027,0.005,0.0
324,0.6292972972972973,0.2603333333333333,0.09536936936936936,0.01,0.005
325,0.39,0.51,0.095,0.0,0.005
326,0.29,0.645,0.06,0.005,0.0
327,0.1,0.82,0.07,0.01,0.0
328,0.165,0.445,0.3,0.085,0.005
329,0.6886376811594204,0.23628985507246378,0.06507246376811594,0.01,0.0
330,0.3396825396825397,0.22515873015873017,0.3200793650793651,0.005,0.11007936507936508
331,0.685,0.185,0.08,0.025,0.025
332,0.565,0.3,0.1,0.015,0.02
333,0.7649433962264152,0.1700566037735849,0.04,0.02,0.005
334,0.62157995951417,0.3132758097165992,0.05014423076923077,0.01,0.005
335,0.9349433962264152,0.0350566037735849,0.02,0.005,0.005
336,0.815,0.125,0.05,0.005,0.005
337,0.695,0.205,0.075,0.025,0.0
338,0.77,0.15,0.05,0.025,0.005
339,0.6433333333333334,0.31166666666666665,0.02,0.015,0.01
340,0.475,0.36,0.075,0.09,0.0
341,0.845,0.11,0.035,0.005,0.005
342,0.76,0.16,0.07,0.005,0.005
343,0.9,0.06,0.02,0.005,0.015
344,0.39,0.365,0.22,0.025,0.0
345,0.77,0.17,0.035,0.015,0.01
346,0.91,0.065,0.015,0.01,0.0
347,0.355,0.36,0.225,0.05,0.01
348,0.45,0.545,0.005,0.0,0.0
349,0.905,0.09,0.005,0.0,0.0
350,0.5410008469791078,0.32358695652173913,0.11530350084697912,0.010108695652173913,0.01
351,0.476195652173913,0.24858695652173915,0.2351086956521739,0.015108695652173914,0.025
352,0.905,0.065,0.03,0.0,0.0
353,0.88,0.07,0.025,0.015,0.01
354,0.725,0.21,0.03,0.015,0.02
355,0.82,0.14,0.035,0.005,0.0
356,0.055,0.55,0.12,0.17,0.105
357,0.075,0.485,0.195,0.225,0.02
358,0.105,0.15,0.35,0.375,0.02
359,0.055,0.36,0.395,0.185,0.005
360,0.095,0.305,0.37,0.22,0.01
361,0.155,0.26,0.515,0.04,0.03
362,0.12,0.44,0.28,0.035,0.125
363,0.565,0.17,0.085,0.15,0.03
364,0.33,0.19,0.13,0.28,0.07
365,0.28,0.29,0.125,0.26,0.045
366,0.72,0.165,0.06,0.04,0.015
367,0.4,0.185,0.22,0.165,0.03
368,0.585,0.275,0.1,0.02,0.02
369,0.425,0.215,0.27,0.02,0.07
370,0.61,0.255,0.1,0.02,0.015
371,0.735,0.115,0.08,0.04,0.03
372,0.79,0.15,0.03,0.01,0.02
373,0.495,0.325,0.12,0.02,0.04
374,0.175,0.205,0.135,0.155,0.33
375,0.205,0.13,0.19,0.075,0.4
376,0.205,0.28,0.185,0.235,0.095
377,0.1755813953488372,0.3042441860465116,0.27017441860465113,0.14,0.11
378,0.19,0.275,0.365,0.11,0.06
379,0.10605545924440574,0.42677707400326376,0.26202662168190805,0.19514084507042256,0.01
380,0.77,0.105,0.085,0.03,0.01
381,0.14,0.16,0.39,0.025,0.285
382,0.18,0.215,0.41,0.045,0.15
383,0.22,0.205,0.16,0.4,0.015
384,0.15,0.325,0.215,0.265,0.045
385,0.34199999999999997,0.5121111111111111,0.09555555555555556,0.04033333333333333,0.01
386,0.375,0.425,0.165,0.02,0.015
387,0.335,0.235,0.18,0.11,0.14
388,0.735,0.15,0.07,0.01,0.035
389,0.19,0.37,0.19,0.08,0.17
390,0.345,0.485,0.15,0.015,0.005
391,0.16,0.24,0.355,0.21,0.035
392,0.12,0.538567546583851,0.31056288819875777,0.020434782608695655,0.010434782608695651
393,0.2555813953488372,0.5242441860465117,0.17017441860465116,0.02,0.03
394,0.325,0.295,0.24,0.075,0.065
395,0.12513157894736843,0.3694736842105263,0.47039473684210525,0.025,0.01
396,0.16,0.785,0.035,0.01,0.01
397,0.6,0.325,0.04,0.03,0.005
398,0.525,0.105,0.155,0.205,0.01
399,0.44,0.17,0.21,0.175,0.005
400,0.61,0.27,0.075,0.04,0.005
401,0.85,0.09,0.035,0.0,0.025
402,0.775,0.155,0.06,0.005,0.005
403,0.74,0.2,0.045,0.0,0.015
404,0.33,0.465,0.18,0.015,0.01
405,0.14,0.705,0.135,0.015,0.005
406,0.2,0.7,0.09,0.005,0.005
407,0.225,0.58,0.17,0.02,0.005
408,0.115,0.805,0.08,0.0,0.0
409,0.08,0.5,0.275,0.145,0.0
410,0.195,0.385,0.365,0.045,0.01
411,0.155,0.46,0.345,0.03,0.01
412,0.6153521126760563,0.3191901408450704,0.045316901408450704,0.010140845070422535,0.01
413,0.05,0.8344758771929826,0.10052412280701754,0.01,0.005
414,0.03064826700898588,0.4621409495142398,0.38591325085210926,0.11605943738656987,0.005238095238095239
415,0.135,0.59,0.205,0.05,0.02
416,0.45005494505494503,0.32978021978021976,0.16516483516483518,0.045,0.01
417,0.245,0.335,0.12,0.045,0.255
418,0.17081577034883721,0.5974473110465116,0.16126816860465115,0.020390625,0.050078125
419,0.04058139534883721,0.7932322583614454,0.1511863462897175,0.015,0.0
420,0.151484375,0.4155245535714286,0.4068080357142857,0.020390625,0.005792410714285714
421,0.165234375,0.3929000946969697,0.4313967803030303,0.005390625,0.005078125
422,0.21131884057971015,0.5428601645123384,0.20555072463768112,0.025135135135135135,0.015135135135135137
423,0.260625,0.4090625,0.2603125,0.02,0.05
424,0.095,0.16,0.115,0.085,0.545
425,0.175,0.415,0.1,0.03,0.28
426,0.35,0.32,0.265,0.055,0.01
427,0.145,0.395,0.395,0.05,0.015
428,0.07556044600938967,0.28127347417840376,0.4478169014084507,0.1803491784037559,0.015
429,0.105,0.265,0.515,0.105,0.01
430,0.345,0.35,0.27,0.025,0.01
431,0.195,0.455,0.29,0.045,0.015
432,0.08558823529411765,0.5994117647058823,0.27,0.04,0.005
433,0.345,0.32,0.255,0.04,0.04
434,0.115,0.265,0.26,0.09,0.27
435,0.12,0.25,0.255,0.16,0.215
436,0.030113636363636367,0.5892228739002933,0.25566348973607034,0.045,0.08
437,0.155,0.535,0.105,0.06,0.145
438,0.050454545454545446,0.28542613636363634,0.4357670454545455,0.20303977272727272,0.0253125
439,0.095,0.645,0.225,0.035,0.0
440,0.07011363636363636,0.6595454545454545,0.18034090909090905,0.07,0.02
441,0.29511363636363636,0.34954545454545455,0.25034090909090906,0.07,0.035
442,0.07,0.805,0.065,0.05,0.01
443,0.3005813953488372,0.5782224165063823,0.11107990907501311,0.010116279069767442,0.0
444,0.725,0.195,0.08,0.0,0.0
445,0.685,0.195,0.105,0.01,0.005
446,0.435,0.275,0.255,0.035,0.0
447,0.915,0.065,0.01,0.01,0.0
448,0.535,0.405,0.055,0.0,0.005
449,0.035,0.91,0.055,0.0,0.0
450,0.065,0.41,0.45,0.065,0.01
451,0.08,0.725,0.165,0.02,0.01
452,0.015,0.345,0.615,0.02,0.005
453,0.13,0.57,0.285,0.01,0.005
454,0.085,0.525,0.345,0.04,0.005
455,0.02,0.6660238095238096,0.3089761904761905,0.005,0.0
456,0.015,0.255,0.685,0.02,0.025
457,0.045,0.35604166666666665,0.5733333333333333,0.020625,0.005
458,0.10520833333333333,0.484375,0.38,0.030416666666666665,0.0
459,0.155,0.42,0.25,0.175,0.0
460,0.195,0.43,0.265,0.11,0.0
461,0.27,0.355,0.25,0.115,0.01
462,0.585,0.205,0.175,0.015,0.02
463,0.185,0.345,0.3,0.105,0.065
464,0.615,0.305,0.045,0.025,0.01
465,0.495,0.295,0.16,0.05,0.0
466,0.5654545454545454,0.26136363636363635,0.09045454545454547,0.05272727272727273,0.03
467,0.36,0.41,0.155,0.045,0.03
468,0.31565217391304345,0.34413043478260874,0.13521739130434784,0.105,0.1
469,0.18,0.305,0.3,0.08,0.135
470,0.28,0.125,0.05,0.45,0.095
471,0.425,0.145,0.08,0.09,0.26
472,0.26,0.155,0.085,0.385,0.115
473,0.145,0.11,0.045,0.645,0.055
474,0.18,0.425,0.23,0.115,0.05
475,0.235,0.185,0.385,0.125,0.07
476,0.56,0.34,0.065,0.02,0.015
477,0.175,0.35,0.135,0.29,0.05
478,0.185,0.21,0.16,0.305,0.14
479,0.21,0.43,0.235,0.1,0.025
480,0.19,0.43,0.255,0.105,0.02
481,0.15,0.185,0.23,0.255,0.18
482,0.44,0.245,0.115,0.08,0.12
483,0.365,0.295,0.285,0.05,0.005
484,0.13505494505494506,0.5338427197802198,0.23547733516483518,0.0453125,0.0503125
485,0.16172161172161176,0.2897802197802198,0.4668315018315019,0.05166666666666666,0.03
486,0.16070711896798856,0.27804108934543714,0.46603440038222643,0.055,0.04021739130434783
487,0.145,0.16,0.43,0.23,0.035
488,0.195,0.215,0.245,0.33,0.015
489,0.155,0.2,0.17,0.45,0.025
490,0.195,0.24,0.145,0.41,0.01
491,0.10511627906976745,0.6598837209302326,0.185,0.045,0.005
492,0.18011627906976746,0.5098837209302326,0.27,0.02,0.02
493,0.135,0.33,0.42,0.045,0.07
494,0.79,0.15,0.05,0.01,0.0
495,0.71,0.19,0.07,0.025,0.005
496,0.165,0.295,0.37,0.145,0.025
497,0.265,0.45,0.17,0.095,0.02
498,0.12529850746268656,0.7947014925373135,0.045,0.035,0.0
499,0.24,0.58,0.12,0.045,0.015
500,0.24,0.52,0.17,0.05,0.02
